index,premise,hypothesis,true_label,predicted_label
6358,"Two casually-dressed men, one in a cowboy hat and one in a baseball cap, make their way through a crowd.",The cap is a Yankee cap.,1,2
6372,"Clowning around in the bathroom, toothpaste makeup!",fooling around in the bedroom,2,0
6393,Some folks pick out the food they want at a party.,The party-goers are perusing the buffet.,0,1
6401,A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman is hanging out with her kids,2,1
6404,A woman smiles while she opens a red package in front of a table with yarn and glass of liquid on it.,The woman is about to open the package.,0,1
6414,People checking out a car with all its doors open in a parking lot in the city.,People are admiring the car,1,0
6427,Man recording a video of a woman.,A woman is unknowing being recorded by a man.,1,2
6428,Man recording a video of a woman.,A man is taking a woman on a date.,1,2
6434,Firefighters in full gear are walking up a ladder.,The firefighers are ready to fight a fire.,0,1
6440,"A chef in a kitchen cuts a piece off of a large slab of rotating meat on a stick, probably lamb.",A chef is cooking up a 6-course menu for his close friends.,1,2
6445,A gymnast is seen defying gravity as she performs an impressive move several feet above the parallel bars.,the gymnast is a woman,0,1
6446,A gymnast is seen defying gravity as she performs an impressive move several feet above the parallel bars.,a gymanst performing,0,1
6466,A man in a construction vest is looking at a vehicle.,A man in a sweater vest is looking at a limo.,2,1
6493,Three women are dancing among the bamboo.,A group of women on the dance floor decorated with bamboo.,1,0
6499,A sculptor wearing yellow headphones is cutting stone.,The man is an artist.,1,0
6518,A young woman in tight pants talks to a man in the street.,A teenager in tight jeans is speaking to a guy in the middle of the road.,1,2
6525,"Two young women, one with blond-hair in a ponytail, are sitting in a booth next to some potted plants.",Two women are sitting near to green plants,1,0
6535,A man with a latex glove and black t-shit is standing in front of a Chevy van.,a man in his van because he caught his victim,2,1
6552,A man playing a large stringed instrument on the street.,There is a man entertaining outdoors.,1,0
6562,Two girls stand in front of two men selling what appears to be concert merchandise while a woman holding a microphone interviews the men behind the merchandise counter.,people are standing in line at a concert,0,1
6566,A young girl is laughing and chasing pigeons on the street where other people are walking nearby.,A young girl chases some birds.,2,0
6585,A group of children playing with props,The children are playing with machine guns.,1,2
6592,A little girl in a gray shirt smiles as she brushes her teeth with a yellow and orange toothbrush.,A girl fakes a smile to brush her teeth.,1,0
6606,A man with a striped black and white shirt and a helmet cleans wooden floor while another one helps him on the background.,A man is in a building cleaning.,0,1
6607,A man with a striped black and white shirt and a helmet cleans wooden floor while another one helps him on the background.,The man is referring a floor cleaner battle.,2,1
6617,Two men are sitting in a restaurant while one of them holds a piece of paper up to the camera.,He takes a photo of the piece of paper.,0,1
6627,A man is standing in the doorway of a building.,The man is walking into a room.,1,2
6632,A white and brown dog is standing on its back legs next to a woman and a table with a gingerbread house on it.,The dog is decorating the gingerbread house.,2,1
6636,Construction workers on lifts working on a building.,There are men working on a building.,0,1
6639,"Three men, who appear to be Asian, are conversing near a carved wall, while another man sits on a bench with his eyes closed.",A man is asleep and dreaming while sitting on a bench.,1,2
6660,A mountaineer about to descend down a mountain with a blue helmet on.,A mountaineer is standing on a mountain.,0,2
6665,A woman in blue pants and a light-blue top looks down at her hand while standing near a dirty gray truck and surrounded by muddy ground.,"The truck that the woman in blue is standing next to could really use a good cleaning, as it's surrounded in mud.",0,1
6671,A bald man is getting out of a small blue car.,The man drives a blue car.,1,2
6675,A man pushing a hand-truck of boxes is bending over to pick up a pear.,A happy man is picking up a pear.,0,1
6677,A man pushing a hand-truck of boxes is bending over to pick up a pear.,A man is pushing a pear and picking up boxes.,2,0
6689,A young smiling girl is holding a stuffed animal in one hand and a candy apple in the other.,A young smiling girl is holding a cute stuffed animal in one hand,0,1
6725,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,It is cold and snowy outside.,1,0
6739,Men wearing painted clothes are standing in the rain.,It's raining heavily on a group of men.,1,0
6755,"A person just about to stand up while water-skiing, while people in the background watch and take photos.",The crowd is admiring the person water-skiing.,0,1
6758,A couple is taking a break from bicycling.,two people park their bikes.,1,2
6763,A man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,The very differently dressed men sit next to each other,1,2
6779,A person strolling through an orange tinted woods with a dog.,They are walking their dog.,0,1
6794,This is a clown at an elementary school.,The clown is there to entertain.,1,0
6821,A woman in a black leather shirt trench-coat and black leather calf-high boots and carrying a colorful bag with a shoulder strap faces away from the camera with a yellow post visible just in front of her.,Some stars are walking past the paparazzis and getting into an awards building,1,2
6859,A young man dressed in a dark bathing suit exits from a swimming pool while water drips off his head and body.,A man was swimming in the pool.,0,2
6886,A wet dog shaking off excess water in a field.,The water flies off of the dog,0,2
6891,A person swimming in a swimming pool.,A person embraces the cold,1,2
6893,A person swimming in a swimming pool.,A person enjoying the waters,1,0
6894,A boy with no shirt is standing in water.,He is outside.,1,0
6937,A moving truck with a ramp still attached.,A moving truck being disassembled.,2,1
6945,A man laying down in middle of street during heavy traffic.,A person has lost it by laying down in a busy street while there is bad traffic.,0,1
6946,A man laying down in middle of street during heavy traffic.,The traffic was not to bad today the guy made it home early and took a nap.,2,1
6957,A man in summer clothing skiing on thin snow.,A man is bundled up against the cold as he skis.,2,0
6974,A little boy is standing in front of a wedding party laughing.,There is a bride and groom behind the little boy.,0,1
6984,A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer,The two soccer players run around chasing each other,0,2
6987,A man in a suit with gold buttons and a name tag gestures with his hands as he speaks to another man in a dress shirt who is holding a beverage in a glass.,A man in a suit with real gold buttons and a name tag gestures with his hands,1,2
6995,a girl wearing pink pulls weeds.,The girl is destroying plant life.,0,2
7003,A number of cute asian children playing tambourines,A group of cute Asian children are beating on tambourines,0,1
7008,Two young boys playing with ducks near the water.,Two young friends play with ducks,0,1
7013,A man wearing red swim trunks and a red swimming cap is diving off a cliff.,The man is attempting suicide.,2,1
7021,"Two people kickboxing, with others spectating.",Two people fighting each other,0,1
7022,"Two people kickboxing, with others spectating.",Two people ticking each other,2,1
7026,A man wearing a blue jacket fishing in a river having a conversation with his friend with no shirt.,"Men talking, while catching fish.",1,0
7040,Women is small tops and skirts pose for the camera.,The women are dressed nicely.,1,0
7048,"Three females, one a child, one young adult, and one middle-aged at delicatessen.",There is a group of women a the deli.,0,2
7057,"A photographer is taking photos of a hockey game, but he is protecting himself from harm by wearing a helmet.",A photographer is taking many photos of a hockey game,0,1
7075,City street crowded with sports fans wearing orange.,The sports fans are wearing orange shirts.,0,1
7101,A woman wearing a red helmet is holding a rope and smiling.,A female acrobat is walking across a tightrope at the circus.,2,1
7104,A man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,A man adjusts his new tie in front of a laptop,0,1
7130,Children are petting small turtles in the grass.,The turtles are walking across the grass.,1,2
7137,Two green painted women perform for a crowd of onlookers.,People are nearby.,0,1
7143,A police person is on a motorcycle on the side of a street.,A person is on a bike.,2,0
7153,A drunk looking woman is hugging a drunk looking man.,A drunk looking woman in a Yankees shirt is hugging a drunk looking man in a Red Sox shirt.,1,2
7186,A member of the army is walking with a German Shepard while the dog has something in has mouth.,A member of the army walks his dog.,1,0
7188,A member of the army is walking with a German Shepard while the dog has something in has mouth.,A member of the army practices his sniping skills.,2,1
7215,A man in a hard hat looks intimidated.,He is working in a potentially dangerous field that requires a hard hat.,0,1
7223,"Children, including one with a painted face, pet tiny turtles that are crawling in the green grass.",Turtles are crawling in the white grass.,0,2
7226,An adorable child leaping to block a soccer ball from entering the goal.,A child blocks a goal with his head.,1,2
7242,Two girls looking into camera and smiling,Two happy girls get their pictures taken.,1,0
7264,The gentleman is speaking while the others are listening.,The man is being given respect.,0,1
7267,An old woman in a white hat and purple and blue cloths is sitting down by a wooden building.,The building is old.,1,0
7272,A group of motorcycles wearing black.,Some motorcycles wearing black outside.,0,1
7283,"A group of men are sitting and standing a courtyard, some of them are reading books and some are talking.",A group of males are outside reading and singing.,1,2
7289,Two friends having a laugh.,Two friends are having a picnic.,2,1
7311,A yellow car drives across a snowy path.,A yellow car is driving in the snow in the winter.,0,1
7319,A crowd of people stand in street in front of a series of white tents.,A crowd of people pick through produce at Farmer's Market.,1,2
7327,A boy in a blue shirt plays in a jumping tent.,Rent your own bouncy house today,1,2
7328,A boy in a blue shirt plays in a jumping tent.,Here we see a wild boy in his natural enviroment.,2,0
7332,Elderly woman climbing up the stairs.,The old lady was walking.,1,0
7337,A group of brown-haired teenagers doing laundry.,Teens are washing a car.,2,1
7353,A group of people and a dog sitting on the steps.,A group of dogs are waiting for their master.,2,1
7355,"A woman in a blue uniform, with long curly red-hair, looking at her horse before the race.",The horse has four legs,0,2
7358,The skateboarder is jumping his board in the air while another skateboarder watches.,A skateboarder is jumping while the other is sitting.,1,2
7364,A farmer tends to his chores.,A farmer feeds their cows.,1,2
7368,Twenty five people are marching.,A man plays the trombone on the sidewalk.,1,2
7369,Twenty five people are marching.,A marching crowd goes down the street.,1,0
7372,A older man working at a loom,An old man looming some threads.,0,1
7388,A young boy holding a pumpkin in the middle of a pumpkin patch.,A child is holding something orange.,0,2
7400,two women in lingerie with green feathers around waist,Two women don't wear much clothing.,0,2
7406,some children play in the grass outside near a tree.,Children playing outside climbing trees.,2,1
7416,"A young woman dressed up semi-formally is reading book and drinking in the sun, seated on a bench.",A young woman reads near the ocean.,0,1
7440,A solo cyclist is riding down a windy road.,The cyclist falls down the windy road,1,2
7459,A man is rolling a suitcase in front of a bunch of red flowers.,Thi,2,0
7496,Two workers in work attire (windbreakers and vests) walking along the edge of a road.,The workers were wearing safty gear.,2,0
7501,an older man wearing a suit has his arms folded behind his back and looking in a store window.,Gentleman window shops.,1,0
7521,Two men renovate a brick wall outside.,Two men are laying bricks.,1,0
7522,Two men are fixing the side of an old brick building.,Construction workers at a job.,1,0
7526,A brown dog sniffing at the fence of a brown bull.,A dog was sniffing his food before eating it.,2,1
7527,A brown dog sniffing at the fence of a brown bull.,The brown dog was looking intently at the bull on the other side.,1,0
7530,"A person sitting on the corner, wrapped in a blanket in front of a metal door.",The person is sitting on the floor.,1,2
7539,A man and women sleeping outside on a bench.,A man and women sleeping together outside on a park bench.,0,1
7540,A man and women sleeping outside on a bench.,A couple asleep on a bench outside.,0,1
7549,One lady is looking at a blue box while the shorter lady is looking at something on her phone at the grocery store.,one lady looks at a product while another looks the product up on her phone,1,0
7557,Seven men are preparing to operate a helicopter,Two instructors are teaching a small class of five how to fly a helicopter.,1,2
7562,A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race.,A team of youths race to finish first in a relay race on a beach.,0,1
7586,A dog opens its mouth to catch a blue and yellow toy.,A dog is running to catch a colorful ball,0,1
7600,a big black dog jumps in the air to catch the tennis ball in his mouth.,A dog is outdoors.,1,0
7603,A man in a strange uniform taking a photo of an old-fashioned red sports car.,A tourist takes a picture of the city skyline at dusk.,2,1
7611,A man is celebrating his victory while smiling and shooting champagne in the air with his teammate.,A man is happily celebrating his victory while smiling and shooting champagne in the air,0,1
7643,"A man wearing a black sweater and a knit cap sits in front of mountain scenery, with a cloudy sky overhead.",A man has hair.,1,0
7655,A lone bike rider navigating a rough terrain course through dirt with trees and grass in the background on a cloud free day.,Somebody is riding a bike during a storm in the desert.,2,1
7667,Basketball referee watching a team player hang from the hoop.,A woman watching the game.,2,1
7674,Four human figures are backlit by a sunset.,Four men are standing on a hill watching a sunset,1,2
7705,"A blond headed child in yellow boots and yellow jacket vest playing in the gravel with his pail, shovel and trucks.",A blonde girl is playing.,0,1
7711,A woman in a white tennis outfit is jumping up to hit the ball.,women playing,1,0
7739,A man wearing a brown hoodie is shopping for snacks.,The man is in a store.,1,0
7742,A woman in a white dress with a white umbrellas is giving something to a woman in dark blue.,A friend in white givers her blue dressed friend something.,1,0
7744,A woman in a white dress with a white umbrellas is giving something to a woman in dark blue.,Two sisters are flipping each other off.,2,1
7782,A little boy with a red baseball cap is on a bus with boys with yellow baseball caps on.,There are people watching the bus pass by,2,1
7784,A young boy in a straw hat drinks out of a plastic pink cup.,A kid is holding a soda can and walking through the park.,1,2
7785,A young boy in a straw hat drinks out of a plastic pink cup.,The kids were in awe as they listened pasionately to the story of the young boy.,2,1
7786,"A man in a leaf-patterned short stand behind a sunflower, smiling at the camera.",The man is outdoors.,1,0
7787,"A man in a leaf-patterned short stand behind a sunflower, smiling at the camera.",The man has shorts on.,0,1
7807,A large group of people gather at a piano bar.,A large group going out,0,1
7815,A historic-looking building.,An older building,1,0
7827,The man walks among the large trees.,The mas is walking next to dogs.,2,1
7828,A runner in yellow has a convoy of motorcycles following behind him on a highway as bystanders watch.,A speedwalker next to cars,2,0
7836,A shoeshine man works as others pass by on a busy sidewalk.,A man is shining some shoes.,0,1
7849,A man with thinning hair looking into glasses through glasses.,A man with glasses is looking at drinking glasses.,1,0
7851,Painter re-creates old works of art in a museum.,A painter copying masterpieces in a museum.,0,1
7853,Painter re-creates old works of art in a museum.,A painter creating an original work of art.,2,0
7878,A runner in a black and blue uniform competes in a race.,he is running against a group of people,0,1
7909,A man pointing into the ear wearing a striped shirt in a small boat filled with many people.,A man is pointing into the ear and wearing a light striped shirt.,0,1
7915,A firefighter climbs up a ladder towards flames while surrounded by smoke.,The firefighter can't enter the building.,1,2
7916,A firefighter climbs up a ladder towards flames while surrounded by smoke.,A firefighter starts a fire.,2,1
7918,"Two men in suits standing in front of a bus, one is wearing a medal.",The men are standing in a parking garage.,1,2
7927,"Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.",Pets galloping down the street.,1,2
7928,"Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.",A traditionally dressed horse and rider at a parade.,0,1
7937,An accordion player with a bright colored shirt sitting outside in a chair with a young man in a blue t-shirt passing by.,A young man is walking.,0,2
7945,Men sitting at a table in a church.,The men pray at the alters.,2,1
7950,A man with a blue and white backpack and black jeans and jacket walks by a large monument surrounded by a gray fence.,There is a statue behind a person.,1,0
7951,A man with a blue and white backpack and black jeans and jacket walks by a large monument surrounded by a gray fence.,A person is strolling with a bag.,0,1
7955,A man with a gray beard and a little boy are sitting on the floor looking over some papers in a room with a bunk bed.,The man and boy are in a bedroom.,1,0
7972,A yellow backhoe near a large pile of dirt and rocks near a blue machine with a worker standing on it.,A worker is on a break.,2,1
7984,A man wearing a jacket is listening to headphones while walking down the sidewalk along a street.,A man walks down the sidewalk listening to music through headphones.,0,1
8011,Children on the beach with their dog.,The children are at the ocean with their dog.,0,1
8034,Two women are getting their pictures taken with a man in his underwear.,The women are in their underwear.,2,0
8065,An SUV traveling through mud.,A four wheeler is passing,2,0
8079,A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by.,The players are all trying to get the ball from the opposing team.,0,1
8085,A mom and her boy are riding in a bumper car.,The mom and boy are at an amusement park.,0,2
8092,Two women bend over to touch a small kangaroo.,Two women are petting a kangaroo,0,1
8115,a young couple both wearing white shirts and blue jeans standing in a light misty rain,A couple hang out on the beach.,1,2
8116,a young couple both wearing white shirts and blue jeans standing in a light misty rain,A matching couple cools down in the rain.,1,0
8131,A woman wearing a gray sweater stands in the street near a green pole.,A person wearing a sweating in a street,0,1
8137,Casually dressed young males and females are sitting and laying on a grassy area with bicycles and other personal belongings reading on a sunny day.,A bunch of people are hanging out in the park in the middle of classes.,1,2
8151,"A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",The man is making a snow angel.,2,1
8159,A young black man is getting his hair buzzed off.,The man has long hair.,1,0
8166,Five young indian girls dress in colorful dresses are holding hands and smiling forming a circle,Five girls are wearing different colored dresses.,1,0
8167,Five young indian girls dress in colorful dresses are holding hands and smiling forming a circle,Five girls are playing together.,0,1
8172,"two girls looking out the window at ""Hair at Hart.""",Two kids wait for their mom to finish her hair appointment.,0,1
8176,An American wrestler in a purple singlet wrestlers an opponent.,One wrestler is wearing green.,1,2
8185,The woman in the white dress looks very uncomfortable in the busy surroundings.,The woman is under a lot of stress.,1,0
8210,A baby with a green bottom and red top lying in bed with a brown and white cat and also a black and white cat.,The person is crying near some animals.,2,1
8254,"A man wearing a black t-shirt that says ""Long Live the Dead"" pulls a shopping cart in the street near a NYC yellow taxi cab.",A man is wearing a clever shirt.,0,1
8259,A young male wearing a blue hat turned backwards and slightly sideways with a cigarette in his mouth.,A man is wearing a cowboy hat.,2,1
8261,Three young women perform a dance in a crowded hall.,Three young women are performing in front of a big audience.,0,1
8273,"A young boy, wearing a jesters hat is enjoying himself sledding.",A boy wearing a goofy hat is sledding by himself.,0,2
8275,A man in a red shirt is learning how to climb a cliff.,A man is acquiring information.,1,0
8277,A man in a red shirt is learning how to climb a cliff.,A man is teaching himself how to climb.,1,0
8282,A young man blew up balloons to craft into animals for the seven excited children that looked on.,The children watch the man make dogs and giraffes out of balloons,0,1
8289,An enthusiastic boy pushes a shopping cart containing a smiling boy.,A boy is walking on the street,1,2
8299,A man flying out of a river raft filled with 6 other people.,The raft is filled with 6 females.,1,2
8314,Two men are making hand gestures and posing for a picture.,The men are standing in total darkness.,1,2
8319,"A man holds up a sign that reads ""tattoo"" as many people walk near him.","A man is holding a sign a yelling ""tattoo"".",1,2
8334,A man dressed only in a towel is in a sauna.,A human not wearing any clothes is in a room.,0,2
8340,A little girl in a pink dress crying.,An upset little girl is throwing a tantrum.,0,2
8347,A blond-haired baby is sitting on the floor playing with toys while looking at a black and white cat.,The baby and the cat are in the same room,0,1
8368,A boy at the beach runs through the surf towards three other people who are already in the water.,A boy can't swim so he didn't go to the beach with his family.,2,1
8387,A couple opening up a new electronically mixer.,The new mixer is necessary for this new couple,1,0
8405,A man wearing an orange shirt and sunglasses jogging in a marathon with spectators spectating him.,A man competes in a long distance run.,1,0
8429,Four women carrying shoulder bags are walking down a city sidewalk.,Four women are shopping for jewelry.,1,2
8442,A white dog holds a tennis ball in its mouth in a field.,The dog is chasing after a rolling tennis ball.,2,1
8451,A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.,A small child dressed for winter stares across a floating lake while leaning on a mesh fence,0,1
8453,A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.,A small child dressed for winter stares across a large lake while leaning on a mesh fence,0,1
8481,A man on one miniature train passes a circular object to a man on another train as they pass by.,Two trains of different sizes but following each other side by side going to opposing directions.,1,2
8483,A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,2,0
8510,A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people,A raven haired woman is seen by the crowd holding a white opened umbrella.,0,2
8511,A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people,The dark haired girl is making a scene amoungst the crowd for hitting people with her umbrella.,2,1
8521,There's a red bus making a left turn into a traffic circle that has a sprinkler system.,A red bus backing up into a spot,2,0
8535,A woman in a blue apron is holding a container of ice cream.,A woman is making a snack.,1,0
8550,A man in a business suit has just crossed the street.,The man is walking.,1,0
8573,A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.,A grandmother is standing in front of a bus with violets decorated all over it.,1,2
8575,A tennis player in a pink outfit serves the ball to her opponent.,The woman hits a ball.,0,1
8577,A tennis player in a pink outfit serves the ball to her opponent.,The girl hits the ball to her coach.,1,2
8578,Small girl riding in play car.,A girl is riding in a toy car.,0,1
8589,A man is performing for a group in front of a white house.,The man performed in front of his own house.,1,2
8592,a black dog chases a boy wearing red and blue.,a dog chases his tail,2,0
8628,An old gray-haired man with glasses in a gray t-shirt is working on a sculpture.,The man is 100 years old,1,2
8640,A racer on a motorcycle lifts one hand in the air.,A person waves at the camera.,2,1
8646,Two women are eating lollipops- the blond woman is wearing a button and the one with brown hair and a scarf has her eyes closed.,Two sisters are eating cotton candy.,2,1
8655,"A man and two women are walking down a wooded path, the man is pushing a young child in a three wheel carriage.","A man and a pair of women are walking down a wooden path, with the man is pushing a young child in a three wheel carriage.",0,1
8671,A young redheaded girl in a blue shirt is walking and talking with a boy in black Pearl Jam shirt.,A couple of young people hanging out.,1,0
8683,Sexy young men stand on a balcony having a heated conversation.,The young men are in complete agreement.,2,1
8684,Sexy young men stand on a balcony having a heated conversation.,Young men are arguing.,0,1
8719,Politician John McCain on a talk show.,John McCain is hosting a talk show.,2,0
8728,Person in a long red coat walking in front of a building.,A man in a coat takes a stroll outdoors.,0,1
8729,A young Asian child stands at the top of some steps and does n't seem to notice the person taking their picture.,A child notices his mom taking a picture.,2,1
8748,Three people are outside.,Two people standing.,1,2
8756,Two young boys are playing in a fountain in a city plaza.,Kids are splashing around in a fountain.,0,1
8765,A man jumps off a cliff with a city view below.,Man parachutes off a cliff with a scenic view.,1,0
8771,"Two women are in a small kitchen, with a lit up portrait of Mr. T in the background.",They are hanging out with Mr. Rogers.,2,1
8822,People wearing sombreros drink shots happily.,Fiesta time!,0,1
8823,People wearing sombreros drink shots happily.,Mourners toast their lost loved ones.,2,1
8838,A woman in a purple jacket walks by two elderly men outside a cafe.,Two elderly men cat calling at a woman.,1,2
8852,A black dog is swimming with a ball in his mouth.,A black dog found a ball in the water and is bring it back to its owner.,0,1
8855,A young boy is taking American flags to place them where they will remind others of the sacrifices made by veterans.,A young boy is being forced to remind others of veterans.,1,0
8856,A young boy is taking American flags to place them where they will remind others of the sacrifices made by veterans.,A young boy is honoring fallen veterans.,0,1
8863,two samoyads play in the snow.,It is snowy outside.,1,0
8889,A male baseball player for the baseball team The Indians prepares to catch a ball.,The male baseball player belongs to the Cleveland Indians.,0,1
8898,A beach boardwalk during summertime.,A wooden path towards the shore.,0,1
8921,A couple walks hand-in-hand in front of Victorian-style building and a wall with a large sleeping baby painted on it.,A couple walks in front of a three story building.,1,2
8961,A man throws his young boy playfully into the air standing on a beach.,A Dad and son is playing on the beach.,0,1
8974,"A woman and two men, that are dressed professionally, are having a discussion.",A woman and two men are talking amongst themselves.,0,2
8977,A man in an argyle shirt bends down to look at the goodies through the glass in an Asian shop.,The adult is shopping for a gift.,0,1
8986,"A man in khakis sitting at a table with a sign that reads ""poet for hire.""",The male is a poet.,0,1
8999,"A young boy sits on the shoulders of a woman, who is carrying a young girl.",A family is at the mall,1,2
9022,Two children play in the snow by the side of the road.,Kids are enjoying the cold weather.,1,0
9026,A man is throwing something into the road.,A man throws salt on a snowy road.,1,2
9030,"A skier being helped onto a red stretcher by three men, while two other men and a woman prepare to help.",An injured skier being taken for medical help,0,1
9044,A man trying his hardest to climb up a rope.,The man climbing the rope is escaping a swarm of bed bugs.,2,1
9055,a green and white trolley car with an advertisement of coffee on the side and front of it in a city.,A trolley making it's way through a city.,0,1
9059,A girl in a yellow dress looks at a restaurant building.,A girl watches Everybody Loves Raymond.,2,1
9072,A woman is cutting into a sandwich while sitting at an outdoor table.,the lady on the table is leeping,2,0
9078,"Stretching high in the air, the player in the black shirt reaches for the football as the other stretches toward him to steal it away.",A football game is being played.,1,0
9085,Army men grilling a lot of meat while his troop looks on.,The men here will eat a lot of food soon.,1,0
9105,A man and woman ride in a mule drawn carriage as the driver points out landmarks.,The couple is driving,2,0
9122,A painter with a gray t-shirt and tatted arm sketches a mural with extreme precision and focus.,A painter is doing a watercolor painting.,1,2
9123,A young woman is wearing a paper crown at an outdoor event.,the woman is at a ski lodge,2,1
9126,A man is spinning a little girl in the air above his head.,A man is carrying a little girl off the ground.,0,2
9127,A man is spinning a little girl in the air above his head.,A man is carrying his daughter above his head.,1,2
9134,A man on a sidewalk is playing the accordion while happy people pass by.,A man performs for the public,0,1
9142,The dogs are playing on the bed.,Dogs fighting each other for the chance to sleep on the bed.,1,2
9149,A woman is observing pictures on a camera.,A women purchasing a new camera from the store.,1,2
9159,A mother shading her baby with an umbrella as she and her partner climb the stairs.,A woman protects her child from the sun as they walk to an upper level of a building.,0,1
9186,a man with a cap and not wearing shirt is laying a wooden bench.,A person rests on seat,1,0
9188,A woman in a gray shirt is looking at something.,A woman in a gray shirt looking onward.,1,0
9192,"A woman plays in the wind, with a furry brown dog.",A woman is playing with her dog.,0,1
9214,This man is working with an I-pad.,the man is typing a paper,1,0
9251,A teenage girl in a crowd of people looking up at something.,no one saw the rainbow in the sky,1,2
9269,A little kid in the middle of a debris field is kicking a soccer ball.,A boy is getting filthy while playing in the wreckage of a fallen building.,2,1
9270,A little kid in the middle of a debris field is kicking a soccer ball.,A child is exercising among garbage.,2,0
9293,A cobblestone street lined with houses and some pedestrians milling around.,Humans are outside going to various shopping places.,1,0
9301,Two dogs are looking through a rusty wire fence.,Two dogs are in the yard.,0,1
9309,"A man wearing a green apron, working at a street side vendor called NY Dosas, miles at the camera.",A street vendor is smiling at a camera.,0,1
9312,A boy plays basketball.,The boy is on a basketball court.,1,0
9314,A boy jumps on the beach.,A boy collapses on top of the sand castle he just built.,1,2
9328,"A young girl in a pink bikini jumps into the air on a sandy beach by the ocean, as two other children play in the sand.",The children there together.,1,0
9335,A young woman is about to descend the stairs into a metro station.,A lady is walking to her train,1,0
9340,Child getting ready to go down a slide.,The child will go down the slide.,1,0
9341,Child getting ready to go down a slide.,The child is at the top of the slide.,0,1
9345,A woman wearing a blue and orange coat is sitting outside on a bench in front of a red background.,The woman wearing the coat is relaxing.,0,1
9354,A dog jumping over a beam,An animal is outdoors.,1,0
9380,A man sitting on an elephant with a riding seat is talking to a female tourist.,A person riding a large animal.,0,1
9389,Little girl is flipping an omelet in the kitchen.,A young girl cooks pancakes.,2,1
9400,A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.,A boy dressed for summer in a tight green shirt and kahki shorts,0,1
9402,A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.,A boy alien dressed for summer in a green shirt and kahki shorts,0,2
9404,A young man does tricks on his skateboard.,A guy rolls forward.,1,0
9407,"While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket.",A man rests on a womans shoulder,2,0
9410,A baseball player in the act of pick up a baseball with his hand.,A baseball player playing in a game.,0,1
9414,A young boy in suspenders.,The boy has suspenders attached to his pants.,0,1
9439,A lab dog is standing on a fallen tree trunk with a guy in the background.,there is a guy carrying his pet with him near fallen tree,2,1
9440,A man in suit waiting for the green light.,A man waits at a red light.,0,2
9448,A woman holding a newborn baby.,woman holds her new baby,0,1
9467,A group of young men in a gym take turns scoring in basketball.,Guys are playing shirts vs skins.,1,2
9476,The man in black is flying off the full in front of a red fence.,The man is next to the fence.,0,2
9479,Swimming in the wide blue ocean.,The ocean swims in the blue wideness.,2,1
9484,A bird is perched on a tree branch.,An owl is perched on a tree branch.,1,2
9488,Three children in a black dog kennel.,There are dogs in the kennel.,2,0
9490,Three children in a black dog kennel.,Kids are in a cage.,1,2
9499,Two people using a water buffalo to cultivate a watery field.,A couple is farming with their pet buffalo.,0,1
9504,People stand along a train track and take pictures.,Some people are walking to the train station.,1,2
9567,Eight tourists stand at a railing looking at an attraction.,The tourists stood at the railing looking down at the city,1,2
9569,Eight tourists stand at a railing looking at an attraction.,The attraction drew the attention of the tourists,0,1
9572,"A group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",The woman is walking away from the group.,0,1
9606,"The young girl is swinging on a swing, and her hair is flying out behind her.",A girl is playing outside on a swing.,1,0
9610,A man dressed in a red shirt and black tie stands up at a wedding reception to make a speech.,a drunk talks loudly at a wedding,1,2
9620,A man in a striped shirt standing behind a large pile of fruits.,a man stands in front of a small banana pile,1,2
9622,A woman wearing a black dress and green sweater is walking down the street looking at her cellphone.,A woman has her cell phone up to her ear.,2,0
9634,Two ladies one with her fingers in her pocket and the other with a drink in her hand at a party.,Some people are doing something.,0,1
9647,A young man dressed up with a yellow tie jumps against a wall and one foot is left against the wall to push away.,The young man dressed with a yellow tie is dancing at a party.,1,2
9650,A boy watches a woman walking amidst many concrete boxes.,A woman is checking out the men.,2,1
9652,A closeup of an older man with glasses speaking.,The man is talking to himself.,1,2
