index,premise,hypothesis,true_label,predicted_label
6570,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,2,0
6585,A group of children playing with props,The children are playing with machine guns.,1,2
6606,A man with a striped black and white shirt and a helmet cleans wooden floor while another one helps him on the background.,A man is in a building cleaning.,0,1
6607,A man with a striped black and white shirt and a helmet cleans wooden floor while another one helps him on the background.,The man is referring a floor cleaner battle.,2,1
6617,Two men are sitting in a restaurant while one of them holds a piece of paper up to the camera.,He takes a photo of the piece of paper.,0,1
6621,"A man wearing a white shirt and a hat, riding his bike, makes an obscene gesture to the photographer",The man on a bike was rude to the photographer.,0,1
6632,A white and brown dog is standing on its back legs next to a woman and a table with a gingerbread house on it.,The dog is decorating the gingerbread house.,2,1
6639,"Three men, who appear to be Asian, are conversing near a carved wall, while another man sits on a bench with his eyes closed.",A man is asleep and dreaming while sitting on a bench.,1,2
6654,Scientists frantically research ways to finally eliminate male baldness.,Scientists are working on a cure,0,1
6664,A woman in blue pants and a light-blue top looks down at her hand while standing near a dirty gray truck and surrounded by muddy ground.,"The woman in blue pants and shirt looks up at the truck with disgust, as she has never seen anything so dirty.",2,1
6665,A woman in blue pants and a light-blue top looks down at her hand while standing near a dirty gray truck and surrounded by muddy ground.,"The truck that the woman in blue is standing next to could really use a good cleaning, as it's surrounded in mud.",0,1
6671,A bald man is getting out of a small blue car.,The man drives a blue car.,1,2
6675,A man pushing a hand-truck of boxes is bending over to pick up a pear.,A happy man is picking up a pear.,0,1
6677,A man pushing a hand-truck of boxes is bending over to pick up a pear.,A man is pushing a pear and picking up boxes.,2,0
6683,A man and a woman are holding hands on the shore of a lake.,A couple holds hands on the shore.,0,1
6725,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,It is cold and snowy outside.,1,0
6739,Men wearing painted clothes are standing in the rain.,It's raining heavily on a group of men.,1,0
6740,Men wearing painted clothes are standing in the rain.,Men are getting wet with the rain.,0,1
6747,People standing at street corner in France.,Some people are taking a tour of the factory.,2,1
6755,"A person just about to stand up while water-skiing, while people in the background watch and take photos.",The crowd is admiring the person water-skiing.,0,1
6758,A couple is taking a break from bicycling.,two people park their bikes.,1,2
6763,A man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,The very differently dressed men sit next to each other,1,0
6779,A person strolling through an orange tinted woods with a dog.,They are walking their dog.,0,1
6797,A woman in a white wedding dress is being dressed and fitted by two other women.,A woman got married.,1,0
6821,A woman in a black leather shirt trench-coat and black leather calf-high boots and carrying a colorful bag with a shoulder strap faces away from the camera with a yellow post visible just in front of her.,Some stars are walking past the paparazzis and getting into an awards building,1,2
6859,A young man dressed in a dark bathing suit exits from a swimming pool while water drips off his head and body.,A man was swimming in the pool.,0,1
6870,"Two women are speaking to each other, one sitting and facing away, while the other is standing in a white office.",The women are enemies.,1,2
6891,A person swimming in a swimming pool.,A person embraces the cold,1,2
6894,A boy with no shirt is standing in water.,He is outside.,1,0
6915,"Man sitting on a bench, reading a book.",A man is doing something outside.,1,0
6945,A man laying down in middle of street during heavy traffic.,A person has lost it by laying down in a busy street while there is bad traffic.,0,1
6946,A man laying down in middle of street during heavy traffic.,The traffic was not to bad today the guy made it home early and took a nap.,2,1
6954,A cowboy riding a horse at a rodeo.,cowboy competing in a rodeo,0,1
6957,A man in summer clothing skiing on thin snow.,A man is bundled up against the cold as he skis.,2,0
6965,People in chairs around a table,The people have eybrows.,1,0
6974,A little boy is standing in front of a wedding party laughing.,There is a bride and groom behind the little boy.,0,1
6981,A man in a plaid red shirt casts his fishing line out into the water.,A man is fishing on a boat.,1,2
6987,A man in a suit with gold buttons and a name tag gestures with his hands as he speaks to another man in a dress shirt who is holding a beverage in a glass.,A man in a suit with real gold buttons and a name tag gestures with his hands,1,2
6993,a girl wearing pink pulls weeds.,She is indoors.,2,1
6994,a girl wearing pink pulls weeds.,The girl is gardening.,0,1
6995,a girl wearing pink pulls weeds.,The girl is destroying plant life.,0,2
7008,Two young boys playing with ducks near the water.,Two young friends play with ducks,0,1
7013,A man wearing red swim trunks and a red swimming cap is diving off a cliff.,The man is attempting suicide.,2,1
7021,"Two people kickboxing, with others spectating.",Two people fighting each other,0,2
7022,"Two people kickboxing, with others spectating.",Two people ticking each other,2,1
7026,A man wearing a blue jacket fishing in a river having a conversation with his friend with no shirt.,"Men talking, while catching fish.",1,0
7040,Women is small tops and skirts pose for the camera.,The women are dressed nicely.,1,0
7047,"Three females, one a child, one young adult, and one middle-aged at delicatessen.",A group of women are cleaning a house.,2,1
7048,"Three females, one a child, one young adult, and one middle-aged at delicatessen.",There is a group of women a the deli.,0,2
7057,"A photographer is taking photos of a hockey game, but he is protecting himself from harm by wearing a helmet.",A photographer is taking many photos of a hockey game,0,1
7058,"A photographer is taking photos of a hockey game, but he is protecting himself from harm by wearing a helmet.",A photographer is taking x-rays of a hockey game,2,1
7063,construction worker working on a structure,A worker is working on a building.,1,0
7075,City street crowded with sports fans wearing orange.,The sports fans are wearing orange shirts.,0,1
7101,A woman wearing a red helmet is holding a rope and smiling.,A female acrobat is walking across a tightrope at the circus.,2,1
7104,A man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,A man adjusts his new tie in front of a laptop,0,1
7130,Children are petting small turtles in the grass.,The turtles are walking across the grass.,1,2
7137,Two green painted women perform for a crowd of onlookers.,People are nearby.,0,1
7143,A police person is on a motorcycle on the side of a street.,A person is on a bike.,2,0
7186,A member of the army is walking with a German Shepard while the dog has something in has mouth.,A member of the army walks his dog.,1,0
7188,A member of the army is walking with a German Shepard while the dog has something in has mouth.,A member of the army practices his sniping skills.,2,1
7200,A little boy and his father talking to a man dressed as Santa Claws.,A boy and his father speak to Santa Claus,0,1
7215,A man in a hard hat looks intimidated.,He is working in a potentially dangerous field that requires a hard hat.,0,1
7223,"Children, including one with a painted face, pet tiny turtles that are crawling in the green grass.",Turtles are crawling in the white grass.,0,2
7226,An adorable child leaping to block a soccer ball from entering the goal.,A child blocks a goal with his head.,1,2
7242,Two girls looking into camera and smiling,Two happy girls get their pictures taken.,1,0
7264,The gentleman is speaking while the others are listening.,The man is being given respect.,0,1
7270,A street performer is entertaining a gathered audience with the help of a young boy.,A street performer is working with an apprentice.,1,2
7289,Two friends having a laugh.,Two friends are having a picnic.,2,1
7318,A crowd of people stand in street in front of a series of white tents.,A crowd of people are standing at a platform waiting for a train.,2,1
7319,A crowd of people stand in street in front of a series of white tents.,A crowd of people pick through produce at Farmer's Market.,1,2
7327,A boy in a blue shirt plays in a jumping tent.,Rent your own bouncy house today,1,2
7328,A boy in a blue shirt plays in a jumping tent.,Here we see a wild boy in his natural enviroment.,2,0
7332,Elderly woman climbing up the stairs.,The old lady was walking.,1,2
7345,An older gentlemen in a hat and glasses holding a baby who is wrapped in a towel.,An older man in clothing accessories is quietly cradaling an infant who is wrapped in a towel.,1,0
7355,"A woman in a blue uniform, with long curly red-hair, looking at her horse before the race.",The horse has four legs,0,2
7358,The skateboarder is jumping his board in the air while another skateboarder watches.,A skateboarder is jumping while the other is sitting.,1,0
7363,A farmer tends to his chores.,A farmer works on their farm.,0,1
7365,A guy in a red jacket is snowboarding in midair.,A guy is doing snowboard tricks,0,1
7366,A guy in a red jacket is snowboarding in midair.,"A guy is in a hot, sunny place",2,1
7368,Twenty five people are marching.,A man plays the trombone on the sidewalk.,1,2
7369,Twenty five people are marching.,A marching crowd goes down the street.,1,0
7381,A dad with his child and an apple pie.,A dad and his child are eating apple pie.,0,1
7388,A young boy holding a pumpkin in the middle of a pumpkin patch.,A child is holding something orange.,0,1
7400,two women in lingerie with green feathers around waist,Two women don't wear much clothing.,0,2
7406,some children play in the grass outside near a tree.,Children playing outside climbing trees.,2,1
7416,"A young woman dressed up semi-formally is reading book and drinking in the sun, seated on a bench.",A young woman reads near the ocean.,0,1
7422,An older man holding a sign for tattoos soliciting business on the street.,The man is VanGogh.,2,1
7424,An older man holding a sign for tattoos soliciting business on the street.,The man works with a tattoo business.,0,1
7429,An Obama Biden supporter cheers for the Presidential candidate and his running mate.,A man is at a political rally.,1,0
7440,A solo cyclist is riding down a windy road.,The cyclist falls down the windy road,1,2
7446,A black and white dog jumps for a tennis ball.,"A dog is mid-air, jumping to catch a tennis ball.",0,1
7461,A game similar to baseball is being played as a ball closes in on the player who is ready to strike.,A bunch of people are playing a game.,0,1
7478,Two teams of men are playing basketball on a court in an empty stadium.,The men are playing basketball with no audience.,0,1
7479,Two teams of men are playing basketball on a court in an empty stadium.,The men are making shots.,1,2
7494,The racing greyhounds have broken from the starting gate.,The dogs are racing down the track.,0,2
7496,Two workers in work attire (windbreakers and vests) walking along the edge of a road.,The workers were wearing safty gear.,2,0
7501,an older man wearing a suit has his arms folded behind his back and looking in a store window.,Gentleman window shops.,1,0
7502,an older man wearing a suit has his arms folded behind his back and looking in a store window.,Well dressed looter.,1,2
7521,Two men renovate a brick wall outside.,Two men are laying bricks.,1,0
7522,Two men are fixing the side of an old brick building.,Construction workers at a job.,1,0
7526,A brown dog sniffing at the fence of a brown bull.,A dog was sniffing his food before eating it.,2,1
7528,"A person sitting on the corner, wrapped in a blanket in front of a metal door.",The person is cozy.,1,0
7530,"A person sitting on the corner, wrapped in a blanket in front of a metal door.",The person is sitting on the floor.,1,2
7539,A man and women sleeping outside on a bench.,A man and women sleeping together outside on a park bench.,0,1
7549,One lady is looking at a blue box while the shorter lady is looking at something on her phone at the grocery store.,one lady looks at a product while another looks the product up on her phone,1,0
7562,A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race.,A team of youths race to finish first in a relay race on a beach.,0,1
7573,A woman wears a robe and bikini with heels as she stands on stage next to a flower pot.,A woman is standing next to a flower pot in her own home.,2,1
7574,A woman wears a robe and bikini with heels as she stands on stage next to a flower pot.,A woman is a dress is standing next to a flower pot.,2,0
7586,A dog opens its mouth to catch a blue and yellow toy.,A dog is running to catch a colorful ball,0,1
7591,A man is throwing a small white ball at some red cups.,The man is outside,1,0
7600,a big black dog jumps in the air to catch the tennis ball in his mouth.,A dog is outdoors.,1,0
7603,A man in a strange uniform taking a photo of an old-fashioned red sports car.,A tourist takes a picture of the city skyline at dusk.,2,1
7608,A surfer is performing a jumping stunt in the ocean.,A daring man in the surf.,1,0
7611,A man is celebrating his victory while smiling and shooting champagne in the air with his teammate.,A man is happily celebrating his victory while smiling and shooting champagne in the air,0,1
7624,"A young Asian woman wearing a blue shirt and blue jeans sits on her bike, as a young boy, with his bike down, looks up.",This young boy is shorter than this young woman.,1,0
7643,"A man wearing a black sweater and a knit cap sits in front of mountain scenery, with a cloudy sky overhead.",A man has hair.,1,0
7655,A lone bike rider navigating a rough terrain course through dirt with trees and grass in the background on a cloud free day.,Somebody is riding a bike during a storm in the desert.,2,1
7679,A man waiting in an airport terminal writes on a piece of paper as others are seen behind.,People trying to read what a man is writing.,1,0
7705,"A blond headed child in yellow boots and yellow jacket vest playing in the gravel with his pail, shovel and trucks.",A blonde girl is playing.,0,1
7711,A woman in a white tennis outfit is jumping up to hit the ball.,women playing,1,0
7737,A man with a duffel bag and girl pushing a cart walk down a street.,A man with a duffel bag walks along side a girl pushing a cart down a busy street.,1,0
7738,A man with a duffel bag and girl pushing a cart walk down a street.,A man with a breif case stands near a corner as a woman walks past.,2,0
7774,A few women and children are collecting items from rocks.,People are throwing rocks.,2,0
7782,A little boy with a red baseball cap is on a bus with boys with yellow baseball caps on.,There are people watching the bus pass by,2,1
7784,A young boy in a straw hat drinks out of a plastic pink cup.,A kid is holding a soda can and walking through the park.,1,2
7786,"A man in a leaf-patterned short stand behind a sunflower, smiling at the camera.",The man is outdoors.,1,0
7787,"A man in a leaf-patterned short stand behind a sunflower, smiling at the camera.",The man has shorts on.,0,2
7788,"A man in a leaf-patterned short stand behind a sunflower, smiling at the camera.",The man has pants on.,1,2
7800,A boy in a green shirt is sitting in an almost empty stadium.,A boy is cheering for his team.,2,1
7803,A man with a beard sitting in front of the tour bus.,A guy is riding the bus.,0,2
7807,A large group of people gather at a piano bar.,A large group going out,0,1
7815,A historic-looking building.,An older building,1,0
7822,Two women in bathing suits play on the beach.,Two women in bikinis are flirting with guys.,1,2
7827,The man walks among the large trees.,The mas is walking next to dogs.,2,1
7828,A runner in yellow has a convoy of motorcycles following behind him on a highway as bystanders watch.,A speedwalker next to cars,2,0
7848,A man with thinning hair looking into glasses through glasses.,A full haired man is looking a drinking glasses.,2,1
7853,Painter re-creates old works of art in a museum.,A painter creating an original work of art.,2,0
7878,A runner in a black and blue uniform competes in a race.,he is running against a group of people,0,1
7887,A black scientist looks through a scope examining a biological specimen's blood cells.,he looks through the microscope,0,2
7903,Small girl in an apron placing confetti in a woman's hair.,A woman and young girl celebrating together.,1,0
7909,A man pointing into the ear wearing a striped shirt in a small boat filled with many people.,A man is pointing into the ear and wearing a light striped shirt.,0,1
7915,A firefighter climbs up a ladder towards flames while surrounded by smoke.,The firefighter can't enter the building.,1,2
7916,A firefighter climbs up a ladder towards flames while surrounded by smoke.,A firefighter starts a fire.,2,0
7918,"Two men in suits standing in front of a bus, one is wearing a medal.",The men are standing in a parking garage.,1,2
7927,"Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.",Pets galloping down the street.,1,2
7928,"Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.",A traditionally dressed horse and rider at a parade.,0,1
7937,An accordion player with a bright colored shirt sitting outside in a chair with a young man in a blue t-shirt passing by.,A young man is walking.,0,2
7945,Men sitting at a table in a church.,The men pray at the alters.,2,1
7950,A man with a blue and white backpack and black jeans and jacket walks by a large monument surrounded by a gray fence.,There is a statue behind a person.,1,0
7955,A man with a gray beard and a little boy are sitting on the floor looking over some papers in a room with a bunk bed.,The man and boy are in a bedroom.,1,0
7965,An Indian woman is dancing with her partner.,A woman has dark skin.,1,0
7972,A yellow backhoe near a large pile of dirt and rocks near a blue machine with a worker standing on it.,A worker is on a break.,2,1
7997,A group of people are camping out on some rocks.,People are spending a day at the beach.,1,2
8011,Children on the beach with their dog.,The children are at the ocean with their dog.,0,1
8024,An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.,An older looking couple is glancing through a glass window of a busy restaurant.,1,2
8037,A man in a blue jacket leans on a post and talks on the phone while an old man carries yellow bags.,An old man works.,1,0
8059,Five women wearing red shirts are leaning against a red car.,The theme of the photo is red.,1,0
8061,Five women wearing red shirts are leaning against a red car.,Everything in the photo is red colored.,1,2
8079,A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by.,The players are all trying to get the ball from the opposing team.,0,1
8082,A child sits in a tree holding a branch.,The child climbed up there on his own.,1,2
8085,A mom and her boy are riding in a bumper car.,The mom and boy are at an amusement park.,0,2
8092,Two women bend over to touch a small kangaroo.,Two women are petting a kangaroo,0,1
8106,Two guys in blue shirts talking.,Two men wearing different color shirts walking past each other.,2,1
8108,Two guys in blue shirts talking.,Two guys talking in matching shirts.,0,1
8115,a young couple both wearing white shirts and blue jeans standing in a light misty rain,A couple hang out on the beach.,1,2
8120,The man in the white shirt holds up a playing card.,The man is holding up the Ace of Spades.,1,2
8131,A woman wearing a gray sweater stands in the street near a green pole.,A person wearing a sweating in a street,0,1
8151,"A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",The man is making a snow angel.,2,1
8153,"A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",The man is skiing.,1,2
8158,A young black man is getting his hair buzzed off.,A man is getting a hair cut.,0,1
8166,Five young indian girls dress in colorful dresses are holding hands and smiling forming a circle,Five girls are wearing different colored dresses.,1,0
8170,A young woman in white working in a professional kitchen.,A young woman dressed in white works in a very good kitchen,0,1
8172,"two girls looking out the window at ""Hair at Hart.""",Two kids wait for their mom to finish her hair appointment.,0,1
8176,An American wrestler in a purple singlet wrestlers an opponent.,One wrestler is wearing green.,1,2
8210,A baby with a green bottom and red top lying in bed with a brown and white cat and also a black and white cat.,The person is crying near some animals.,2,1
8254,"A man wearing a black t-shirt that says ""Long Live the Dead"" pulls a shopping cart in the street near a NYC yellow taxi cab.",A man is wearing a clever shirt.,0,1
8259,A young male wearing a blue hat turned backwards and slightly sideways with a cigarette in his mouth.,A man is wearing a cowboy hat.,2,1
8261,Three young women perform a dance in a crowded hall.,Three young women are performing in front of a big audience.,0,1
8267,A group of people are standing on steps in front of a building.,A man in a blue shirt poses for the camera.,2,1
8272,"A young boy, wearing a jesters hat is enjoying himself sledding.",A young boy wearing a hat is cold while he sleds.,1,2
8273,"A young boy, wearing a jesters hat is enjoying himself sledding.",A boy wearing a goofy hat is sledding by himself.,0,1
8275,A man in a red shirt is learning how to climb a cliff.,A man is acquiring information.,1,0
8277,A man in a red shirt is learning how to climb a cliff.,A man is teaching himself how to climb.,1,0
8280,A shirtless man with cropped hair smokes a cigarette and ties a plastic bag.,The man doesn't care much about his health.,1,2
8282,A young man blew up balloons to craft into animals for the seven excited children that looked on.,The children watch the man make dogs and giraffes out of balloons,0,1
8286,A young man blew up balloons to craft into animals for the seven excited children that looked on.,A man is making cotton candy for the children.,2,1
8289,An enthusiastic boy pushes a shopping cart containing a smiling boy.,A boy is walking on the street,1,2
8291,Blond boy in striped shirt on the swing set.,A boy is afraid to go on the swing.,2,1
8299,A man flying out of a river raft filled with 6 other people.,The raft is filled with 6 females.,1,2
8314,Two men are making hand gestures and posing for a picture.,The men are standing in total darkness.,1,2
8340,A little girl in a pink dress crying.,An upset little girl is throwing a tantrum.,0,1
8345,Colorful rings spraying water at little girl wearing swimsuit.,The child is playing.,0,1
8355,An elderly firefighter in an orange suit is holding a fire hose with water coming out.,A firefighter is holding a fire hose with water comping out.,0,1
8380,Two old women sitting on curb next to flowers,Two old women sat near the scenery that they enjoyed,1,0
8387,A couple opening up a new electronically mixer.,The new mixer is necessary for this new couple,1,0
8389,A couple opening up a new electronically mixer.,The couple purchased a used mixer,2,1
8401,A street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old-fashioned prop film camera.,A mime is practicing his art.,1,2
8405,A man wearing an orange shirt and sunglasses jogging in a marathon with spectators spectating him.,A man competes in a long distance run.,1,0
8431,White dog playing in the snow.,The snow is purple.,2,1
8442,A white dog holds a tennis ball in its mouth in a field.,The dog is chasing after a rolling tennis ball.,2,1
8451,A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.,A small child dressed for winter stares across a floating lake while leaning on a mesh fence,0,1
8453,A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.,A small child dressed for winter stares across a large lake while leaning on a mesh fence,0,1
8474,A policeman on a motorcycle from the rear.,An officer driving down a street.,1,2
8481,A man on one miniature train passes a circular object to a man on another train as they pass by.,Two trains of different sizes but following each other side by side going to opposing directions.,1,2
8501,Small dog in costume stands on hind legs to reach dangling flowers.,A small animal is trying to get some plant life.,0,1
8511,A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people,The dark haired girl is making a scene amoungst the crowd for hitting people with her umbrella.,2,1
8521,There's a red bus making a left turn into a traffic circle that has a sprinkler system.,A red bus backing up into a spot,2,0
8522,There's a red bus making a left turn into a traffic circle that has a sprinkler system.,A red bus at a bus stop,2,1
8542,"Overly dramatic couple pose for a picture where an ""angry ""man ""chokes"" a woman who sticks out her tongue.",A man is hugging the woman,2,0
8544,"Overly dramatic couple pose for a picture where an ""angry ""man ""chokes"" a woman who sticks out her tongue.",A man chokes a woman,0,2
8550,A man in a business suit has just crossed the street.,The man is walking.,1,0
8575,A tennis player in a pink outfit serves the ball to her opponent.,The woman hits a ball.,0,1
8577,A tennis player in a pink outfit serves the ball to her opponent.,The girl hits the ball to her coach.,1,2
8589,A man is performing for a group in front of a white house.,The man performed in front of his own house.,1,2
8609,Four people walk across stepping stones in a body of water.,Four people are standing up.,0,2
8612,An older man sifts water through his fingers as a young toddler watches from inside the water.,A older man and toddler playfully splash each other while in water,1,2
8628,An old gray-haired man with glasses in a gray t-shirt is working on a sculpture.,The man is 100 years old,1,2
8646,Two women are eating lollipops- the blond woman is wearing a button and the one with brown hair and a scarf has her eyes closed.,Two sisters are eating cotton candy.,2,1
8655,"A man and two women are walking down a wooded path, the man is pushing a young child in a three wheel carriage.","A man and a pair of women are walking down a wooden path, with the man is pushing a young child in a three wheel carriage.",0,1
8671,A young redheaded girl in a blue shirt is walking and talking with a boy in black Pearl Jam shirt.,A couple of young people hanging out.,1,0
8683,Sexy young men stand on a balcony having a heated conversation.,The young men are in complete agreement.,2,1
8684,Sexy young men stand on a balcony having a heated conversation.,Young men are arguing.,0,2
8685,Sexy young men stand on a balcony having a heated conversation.,Young men went out on the balcony to argue in private.,1,2
8712,Two girls in bathing suits are in water.,Girls in swim suit attracting the guys through glamour,1,2
8719,Politician John McCain on a talk show.,John McCain is hosting a talk show.,2,0
8721,Pedestrians use the crosswalks as traffic awaits their turn to drive through an intersection.,Traffic drives through the crosswalk.,2,0
8729,A young Asian child stands at the top of some steps and does n't seem to notice the person taking their picture.,A child notices his mom taking a picture.,2,1
8748,Three people are outside.,Two people standing.,1,2
8756,Two young boys are playing in a fountain in a city plaza.,Kids are splashing around in a fountain.,0,1
8765,A man jumps off a cliff with a city view below.,Man parachutes off a cliff with a scenic view.,1,0
8786,Two girls holding bags walking down the sidewalk.,Two females are holding sacks.,0,1
8822,People wearing sombreros drink shots happily.,Fiesta time!,0,1
8823,People wearing sombreros drink shots happily.,Mourners toast their lost loved ones.,2,1
8838,A woman in a purple jacket walks by two elderly men outside a cafe.,Two elderly men cat calling at a woman.,1,2
8852,A black dog is swimming with a ball in his mouth.,A black dog found a ball in the water and is bring it back to its owner.,0,1
8863,two samoyads play in the snow.,It is snowy outside.,1,0
8867,A young face-painted boy is sucking his thumb.,The boy lost his pacifier.,1,2
8888,A male baseball player for the baseball team The Indians prepares to catch a ball.,That player has never missed a catch.,1,2
8889,A male baseball player for the baseball team The Indians prepares to catch a ball.,The male baseball player belongs to the Cleveland Indians.,0,1
8911,A dog biting a man's rear,An animal bit its owner.,1,0
8961,A man throws his young boy playfully into the air standing on a beach.,A Dad and son is playing on the beach.,0,1
8977,A man in an argyle shirt bends down to look at the goodies through the glass in an Asian shop.,The adult is shopping for a gift.,0,1
8986,"A man in khakis sitting at a table with a sign that reads ""poet for hire.""",The male is a poet.,0,1
9022,Two children play in the snow by the side of the road.,Kids are enjoying the cold weather.,1,0
9030,"A skier being helped onto a red stretcher by three men, while two other men and a woman prepare to help.",An injured skier being taken for medical help,0,2
9044,A man trying his hardest to climb up a rope.,The man climbing the rope is escaping a swarm of bed bugs.,2,1
9050,A young girl wearing a flora shirt is sitting in tub in brown water with the remnants of a snake.,A girl is sitting in dirty water with a snake's skin in her hands,1,0
9071,A woman is cutting into a sandwich while sitting at an outdoor table.,The lady on the table is cutting her sandwhich,0,2
9078,"Stretching high in the air, the player in the black shirt reaches for the football as the other stretches toward him to steal it away.",A football game is being played.,1,0
9087,A boy splashing through the ocean.,The boy is in Kansas.,2,1
9105,A man and woman ride in a mule drawn carriage as the driver points out landmarks.,The couple is driving,2,0
9123,A young woman is wearing a paper crown at an outdoor event.,the woman is at a ski lodge,2,1
9126,A man is spinning a little girl in the air above his head.,A man is carrying a little girl off the ground.,0,2
9127,A man is spinning a little girl in the air above his head.,A man is carrying his daughter above his head.,1,2
9128,A man is spinning a little girl in the air above his head.,A man is playing Monopoly with a little girl.,2,1
9138,Two boys run to the entryway of an old building.,Two young men are in a hurry.,0,1
9142,The dogs are playing on the bed.,Dogs fighting each other for the chance to sleep on the bed.,1,2
9149,A woman is observing pictures on a camera.,A women purchasing a new camera from the store.,1,2
9184,a man with a cap and not wearing shirt is laying a wooden bench.,A bench rests on a man,2,0
9186,a man with a cap and not wearing shirt is laying a wooden bench.,A person rests on seat,1,0
9188,A woman in a gray shirt is looking at something.,A woman in a gray shirt looking onward.,1,0
9192,"A woman plays in the wind, with a furry brown dog.",A woman is playing with her dog.,0,1
9213,A woman is leaning against a wall with her shoe off.,A woman is wearing only one shoe.,0,2
9215,This man is working with an I-pad.,the man has a pc,2,0
9222,two little girls dancing on the floor,Two kids jiving on the dance floor.,1,0
9227,A public speaker in a plaid shirt speaks on the microphone.,A person addresses a crowd.,0,1
9250,A teenage girl in a crowd of people looking up at something.,somebody saw something in the sky,1,0
9251,A teenage girl in a crowd of people looking up at something.,no one saw the rainbow in the sky,1,2
9259,A hurried bicycler moves along a car in a busy street on an allowed bike path.,The cyclist is traveling faster than the cars.,1,2
9269,A little kid in the middle of a debris field is kicking a soccer ball.,A boy is getting filthy while playing in the wreckage of a fallen building.,2,1
9270,A little kid in the middle of a debris field is kicking a soccer ball.,A child is exercising among garbage.,2,0
9301,Two dogs are looking through a rusty wire fence.,Two dogs are in the yard.,0,1
9307,"A man wearing a green apron, working at a street side vendor called NY Dosas, miles at the camera.",The man selling halal meat in his food cart is smiling at the camera.,1,2
9309,"A man wearing a green apron, working at a street side vendor called NY Dosas, miles at the camera.",A street vendor is smiling at a camera.,0,1
9312,A boy plays basketball.,The boy is on a basketball court.,1,0
9314,A boy jumps on the beach.,A boy collapses on top of the sand castle he just built.,1,2
9328,"A young girl in a pink bikini jumps into the air on a sandy beach by the ocean, as two other children play in the sand.",The children there together.,1,0
9334,A young woman is about to descend the stairs into a metro station.,A young lady is outside the train station,0,2
9340,Child getting ready to go down a slide.,The child will go down the slide.,1,0
9341,Child getting ready to go down a slide.,The child is at the top of the slide.,0,1
9354,A dog jumping over a beam,An animal is outdoors.,1,0
9375,A woman wearing sunglasses.,A woman is speaking latin.,2,1
9389,Little girl is flipping an omelet in the kitchen.,A young girl cooks pancakes.,2,1
9400,A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.,A boy dressed for summer in a tight green shirt and kahki shorts,0,1
9402,A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.,A boy alien dressed for summer in a green shirt and kahki shorts,0,2
9404,A young man does tricks on his skateboard.,A guy rolls forward.,1,0
9410,A baseball player in the act of pick up a baseball with his hand.,A baseball player playing in a game.,0,1
9411,A baseball player in the act of pick up a baseball with his hand.,A baseball player catching a baseball.,2,0
9414,A young boy in suspenders.,The boy has suspenders attached to his pants.,0,1
9439,A lab dog is standing on a fallen tree trunk with a guy in the background.,there is a guy carrying his pet with him near fallen tree,2,1
9440,A man in suit waiting for the green light.,A man waits at a red light.,0,2
9467,A group of young men in a gym take turns scoring in basketball.,Guys are playing shirts vs skins.,1,2
9475,Two women stand in a kitchen and wipe down trays,Two women are doing dishes.,0,1
9479,Swimming in the wide blue ocean.,The ocean swims in the blue wideness.,2,0
9488,Three children in a black dog kennel.,There are dogs in the kennel.,2,1
9490,Three children in a black dog kennel.,Kids are in a cage.,1,0
9499,Two people using a water buffalo to cultivate a watery field.,A couple is farming with their pet buffalo.,0,1
9525,A man is holding an accordion while leaning against a brown fence that overlooks some water.,An accordion player leans against his fence,1,0
9533,A man in a black t-shirt and jeans in standing on the sidewalk looking at the camera as people walk by.,The man is wearing designer fashions during a photoshoot.,1,2
9561,A man and a woman walk at a flea market.,The man and women are at a high priced store.,2,0
9562,A man and a woman walk at a flea market.,The deals can be found at flea markets.,1,0
9572,"A group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",The woman is walking away from the group.,0,2
9598,A man is in front of a dryer in a laundromat with both hands reaching into a bin or basket.,A man reaches into his laundry basket at the laundromat,0,1
9606,"The young girl is swinging on a swing, and her hair is flying out behind her.",A girl is playing outside on a swing.,1,0
9620,A man in a striped shirt standing behind a large pile of fruits.,a man stands in front of a small banana pile,1,2
